Junction,Left_Speed,Left_Comment,Right_Speed,Right_Comment,Date,Time,Day_of_Week,Stratum
J10-J9,59 mph,"Roadworks, Unconfirmed Roadworks",66 mph,Roadworks,02.08.24,08:09:26,Friday,Morning
J9-J8,66 mph,Unconfirmed Roadworks,61 mph,Roadworks,02.08.24,08:09:26,Friday,Morning
J8-J7,59 mph,No comment,54 mph,No comment,02.08.24,08:09:46,Friday,Morning
J7-J6A,65 mph,No comment,62 mph,No comment,02.08.24,08:10:06,Friday,Morning
J6A-J6,68 mph,No comment,67 mph,No comment,02.08.24,08:10:26,Friday,Morning
J6-J5,64 mph,No comment,70 mph,No comment,02.08.24,08:10:46,Friday,Morning
J5-J4,67 mph,No comment,64 mph,No comment,02.08.24,08:11:06,Friday,Morning
J4-J2,60 mph,No comment,63 mph,No comment,02.08.24,08:11:26,Friday,Morning
J2-J1,55 mph,No comment,58 mph,No comment,02.08.24,08:11:46,Friday,Morning
J48-J47,53 mph,Unconfirmed Roadworks,33 mph,Unconfirmed Roadworks,02.08.24,10:30:53,Friday,Inter
J47-J46,47 mph,Unconfirmed Roadworks,42 mph,Unconfirmed Roadworks,02.08.24,10:30:53,Friday,Inter
J46-J45,33 mph,Unconfirmed Roadworks,60 mph,Unconfirmed Roadworks,02.08.24,10:30:53,Friday,Inter
J45-J43|44,52 mph,No comment,64 mph,No comment,02.08.24,10:31:13,Friday,Inter
J43|44-J42,64 mph,No comment,60 mph,No comment,02.08.24,10:31:34,Friday,Inter
J42-J41,64 mph,No comment,63 mph,No comment,02.08.24,10:31:54,Friday,Inter
J41-J40,63 mph,No comment,67 mph,No comment,02.08.24,10:32:14,Friday,Inter
J40-J39,61 mph,No comment,64 mph,No comment,02.08.24,10:32:34,Friday,Inter
J39-J38,68 mph,No comment,66 mph,No comment,02.08.24,10:32:54,Friday,Inter
J38-J37,70 mph,No comment,65 mph,No comment,02.08.24,10:33:14,Friday,Inter
J37-J36,68 mph,Unconfirmed Roadworks,64 mph,Unconfirmed Roadworks,02.08.24,10:33:14,Friday,Inter
J36-J35A,66 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",68 mph,Unconfirmed Roadworks,02.08.24,10:33:14,Friday,Inter
J35A-J35,54 mph,No comment,49 mph,No comment,02.08.24,10:33:34,Friday,Inter
J35-J34,47 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",47 mph,Unconfirmed Roadworks,02.08.24,10:33:34,Friday,Inter
J34-J33,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",47 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",02.08.24,10:33:34,Friday,Inter
J33-J32,47 mph,No comment,46 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",02.08.24,10:33:45,Friday,Inter
J32-J31,56 mph,No comment,34 mph,Unconfirmed Roadworks,02.08.24,10:33:55,Friday,Inter
J31-J30,47 mph,No comment,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",02.08.24,10:34:05,Friday,Inter
J30-J29A,47 mph,No comment,47 mph,Unconfirmed Roadworks,02.08.24,10:34:15,Friday,Inter
J29A-J29,48 mph,No comment,47 mph,No comment,02.08.24,10:34:35,Friday,Inter
J29-J28,48 mph,No comment,48 mph,Unconfirmed Roadworks,02.08.24,10:34:45,Friday,Inter
J28-J27,59 mph,No comment,61 mph,No comment,02.08.24,10:35:05,Friday,Inter
J27-J26,63 mph,No comment,67 mph,No comment,02.08.24,10:35:25,Friday,Inter
J26-J25,66 mph,No comment,57 mph,No comment,02.08.24,10:35:45,Friday,Inter
J25-J24A,49 mph,Unconfirmed Roadworks,48 mph,Unconfirmed Roadworks,02.08.24,10:35:45,Friday,Inter
J24A-J24,51 mph,Unconfirmed Roadworks,48 mph,No comment,02.08.24,10:35:56,Friday,Inter
J24-J23A,67 mph,No comment,56 mph,No comment,02.08.24,10:36:16,Friday,Inter
J23A-J23,66 mph,Unconfirmed Roadworks,65 mph,No comment,02.08.24,10:36:26,Friday,Inter
J23-J22,70 mph,No comment,62 mph,No comment,02.08.24,10:36:46,Friday,Inter
J22-J21A,67 mph,No comment,69 mph,Unconfirmed Roadworks,02.08.24,10:36:56,Friday,Inter
J21A-J21,59 mph,No comment,56 mph,No comment,02.08.24,10:37:16,Friday,Inter
J21-J20,63 mph,No comment,60 mph,No comment,02.08.24,10:37:36,Friday,Inter
J20-J19,61 mph,No comment,63 mph,No comment,02.08.24,10:37:56,Friday,Inter
J19-J18,52 mph,No comment,48 mph,No comment,02.08.24,10:38:16,Friday,Inter
J18-J17,50 mph,No comment,48 mph,No comment,02.08.24,10:38:37,Friday,Inter
J17-J16,48 mph,No comment,49 mph,No comment,02.08.24,10:38:57,Friday,Inter
J16-J15A,61 mph,No comment,56 mph,No comment,02.08.24,10:39:17,Friday,Inter
J15A-J15,61 mph,No comment,58 mph,No comment,02.08.24,10:39:37,Friday,Inter
J15-J14,62 mph,"Unconfirmed Roadworks, Roadworks",65 mph,No comment,02.08.24,10:39:47,Friday,Inter
J14-J13,64 mph,Roadworks,53 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",02.08.24,10:39:47,Friday,Inter
J13-J12,48 mph,Roadworks,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",02.08.24,10:39:47,Friday,Inter
J12-J11A,49 mph,Roadworks,47 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",02.08.24,10:39:47,Friday,Inter
J11A-J11,48 mph,"Roadworks, Roadworks",48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Roadworks",02.08.24,10:39:47,Friday,Inter
J11-J10,48 mph,Roadworks,48 mph,"Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks",02.08.24,10:39:47,Friday,Inter
J10-J9,60 mph,"Roadworks, Unconfirmed Roadworks",58 mph,Roadworks,02.08.24,10:39:47,Friday,Inter
J9-J8,65 mph,Unconfirmed Roadworks,59 mph,Roadworks,02.08.24,10:39:47,Friday,Inter
J8-J7,64 mph,No comment,52 mph,No comment,02.08.24,10:40:08,Friday,Inter
J7-J6A,64 mph,No comment,58 mph,No comment,02.08.24,10:40:28,Friday,Inter
J6A-J6,69 mph,No comment,69 mph,No comment,02.08.24,10:40:48,Friday,Inter
J6-J5,69 mph,No comment,63 mph,No comment,02.08.24,10:41:08,Friday,Inter
J5-J4,69 mph,No comment,62 mph,No comment,02.08.24,10:41:28,Friday,Inter
J4-J2,67 mph,No comment,65 mph,No comment,02.08.24,10:41:48,Friday,Inter
J2-J1,62 mph,No comment,58 mph,No comment,02.08.24,10:42:08,Friday,Inter
J48-J47,57 mph,Unconfirmed Roadworks,31 mph,Unconfirmed Roadworks,02.08.24,16:31:06,Friday,Evening
J47-J46,48 mph,Unconfirmed Roadworks,41 mph,Unconfirmed Roadworks,02.08.24,16:31:06,Friday,Evening
J46-J45,28 mph,Unconfirmed Roadworks,58 mph,Unconfirmed Roadworks,02.08.24,16:31:06,Friday,Evening
J45-J43|44,25 mph,No comment,65 mph,No comment,02.08.24,16:31:26,Friday,Evening
J43|44-J42,64 mph,No comment,61 mph,No comment,02.08.24,16:31:46,Friday,Evening
J42-J41,64 mph,No comment,63 mph,No comment,02.08.24,16:32:06,Friday,Evening
J41-J40,61 mph,No comment,64 mph,No comment,02.08.24,16:32:26,Friday,Evening
J40-J39,63 mph,No comment,60 mph,No comment,02.08.24,16:32:46,Friday,Evening
J39-J38,70 mph,No comment,66 mph,No comment,02.08.24,16:33:07,Friday,Evening
J38-J37,69 mph,No comment,66 mph,No comment,02.08.24,16:33:27,Friday,Evening
J37-J36,67 mph,Unconfirmed Roadworks,62 mph,Unconfirmed Roadworks,02.08.24,16:33:27,Friday,Evening
J36-J35A,64 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",60 mph,Unconfirmed Roadworks,02.08.24,16:33:27,Friday,Evening
J35A-J35,54 mph,No comment,48 mph,No comment,02.08.24,16:33:47,Friday,Evening
J35-J34,39 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",48 mph,Unconfirmed Roadworks,02.08.24,16:33:47,Friday,Evening
J34-J33,46 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",19 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",02.08.24,16:33:47,Friday,Evening
J33-J32,32 mph,No comment,44 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",02.08.24,16:33:57,Friday,Evening
J32-J31,33 mph,No comment,34 mph,Unconfirmed Roadworks,02.08.24,16:34:07,Friday,Evening
J31-J30,49 mph,No comment,46 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",02.08.24,16:34:17,Friday,Evening
J30-J29A,45 mph,No comment,36 mph,Unconfirmed Roadworks,02.08.24,16:34:27,Friday,Evening
J29A-J29,34 mph,No comment,18 mph,Congestion,02.08.24,16:34:38,Friday,Evening
J29-J28,34 mph,No comment,46 mph,Unconfirmed Roadworks,02.08.24,16:34:48,Friday,Evening
J28-J27,12 mph,Congestion,63 mph,No comment,02.08.24,16:34:58,Friday,Evening
J27-J26,58 mph,No comment,66 mph,No comment,02.08.24,16:35:18,Friday,Evening
J26-J25,61 mph,No comment,53 mph,No comment,02.08.24,16:35:38,Friday,Evening
J25-J24A,45 mph,Unconfirmed Roadworks,48 mph,Unconfirmed Roadworks,02.08.24,16:35:38,Friday,Evening
J24A-J24,15 mph,Unconfirmed Roadworks,46 mph,No comment,02.08.24,16:35:48,Friday,Evening
J24-J23A,40 mph,No comment,56 mph,No comment,02.08.24,16:36:08,Friday,Evening
J23A-J23,64 mph,Unconfirmed Roadworks,64 mph,No comment,02.08.24,16:36:18,Friday,Evening
J23-J22,70 mph,No comment,66 mph,No comment,02.08.24,16:36:38,Friday,Evening
J22-J21A,66 mph,No comment,53 mph,Unconfirmed Roadworks,02.08.24,16:36:49,Friday,Evening
J21A-J21,42 mph,No comment,38 mph,No comment,02.08.24,16:37:09,Friday,Evening
J21-J20,64 mph,No comment,68 mph,No comment,02.08.24,16:37:29,Friday,Evening
J20-J19,66 mph,No comment,67 mph,No comment,02.08.24,16:37:49,Friday,Evening
J19-J18,44 mph,No comment,48 mph,No comment,02.08.24,16:38:09,Friday,Evening
J18-J17,27 mph,No comment,47 mph,No comment,02.08.24,16:38:29,Friday,Evening
J17-J16,47 mph,No comment,52 mph,No comment,02.08.24,16:38:49,Friday,Evening
J16-J15A,58 mph,No comment,60 mph,No comment,02.08.24,16:39:09,Friday,Evening
J15A-J15,68 mph,No comment,63 mph,No comment,02.08.24,16:39:30,Friday,Evening
J15-J14,53 mph,"Unconfirmed Roadworks, Roadworks",68 mph,No comment,02.08.24,16:39:40,Friday,Evening
J14-J13,64 mph,Roadworks,61 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",02.08.24,16:39:40,Friday,Evening
J13-J12,48 mph,Roadworks,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",02.08.24,16:39:40,Friday,Evening
J12-J11A,47 mph,Roadworks,17 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Congestion, Unconfirmed Roadworks",02.08.24,16:39:40,Friday,Evening
J11A-J11,46 mph,"Roadworks, Roadworks",32 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Roadworks",02.08.24,16:39:40,Friday,Evening
J11-J10,35 mph,Roadworks,44 mph,"Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks",02.08.24,16:39:40,Friday,Evening
J10-J9,17 mph,"Roadworks, Unconfirmed Roadworks",64 mph,Roadworks,02.08.24,16:39:40,Friday,Evening
J9-J8,28 mph,Unconfirmed Roadworks,61 mph,Roadworks,02.08.24,16:39:40,Friday,Evening
J8-J7,49 mph,No comment,60 mph,No comment,02.08.24,16:40:00,Friday,Evening
J7-J6A,34 mph,No comment,60 mph,No comment,02.08.24,16:40:20,Friday,Evening
J6A-J6,40 mph,No comment,69 mph,No comment,02.08.24,16:40:40,Friday,Evening
J6-J5,69 mph,No comment,70 mph,No comment,02.08.24,16:41:01,Friday,Evening
J5-J4,70 mph,No comment,70 mph,No comment,02.08.24,16:41:21,Friday,Evening
J4-J2,70 mph,No comment,65 mph,No comment,02.08.24,16:41:41,Friday,Evening
J2-J1,70 mph,No comment,58 mph,No comment,02.08.24,16:42:01,Friday,Evening
J48-J47,53 mph,Unconfirmed Roadworks,44 mph,Unconfirmed Roadworks,03.08.24,06:31:06,Saturday,Off
J47-J46,49 mph,Unconfirmed Roadworks,50 mph,Unconfirmed Roadworks,03.08.24,06:31:06,Saturday,Off
J46-J45,53 mph,Unconfirmed Roadworks,66 mph,Unconfirmed Roadworks,03.08.24,06:31:06,Saturday,Off
J45-J43|44,58 mph,No comment,67 mph,No comment,03.08.24,06:31:26,Saturday,Off
J43|44-J42,67 mph,No comment,65 mph,No comment,03.08.24,06:31:46,Saturday,Off
J42-J41,65 mph,No comment,69 mph,No comment,03.08.24,06:32:06,Saturday,Off
J41-J40,67 mph,No comment,70 mph,No comment,03.08.24,06:32:27,Saturday,Off
J40-J39,68 mph,No comment,70 mph,No comment,03.08.24,06:32:47,Saturday,Off
J39-J38,70 mph,No comment,68 mph,No comment,03.08.24,06:33:07,Saturday,Off
J38-J37,70 mph,No comment,70 mph,No comment,03.08.24,06:33:27,Saturday,Off
J37-J36,70 mph,No comment,70 mph,No comment,03.08.24,06:33:47,Saturday,Off
J36-J35A,65 mph,Unconfirmed Roadworks,67 mph,No comment,03.08.24,06:33:57,Saturday,Off
J35A-J35,57 mph,No comment,53 mph,No comment,03.08.24,06:34:17,Saturday,Off
J35-J34,50 mph,Unconfirmed Roadworks,50 mph,Unconfirmed Roadworks,03.08.24,06:34:17,Saturday,Off
J34-J33,51 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",49 mph,Unconfirmed Roadworks,03.08.24,06:34:17,Saturday,Off
J33-J32,51 mph,No comment,57 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",03.08.24,06:34:27,Saturday,Off
J32-J31,64 mph,No comment,52 mph,Unconfirmed Roadworks,03.08.24,06:34:38,Saturday,Off
J31-J30,52 mph,No comment,50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",03.08.24,06:34:48,Saturday,Off
J30-J29A,50 mph,No comment,50 mph,Unconfirmed Roadworks,03.08.24,06:34:58,Saturday,Off
J29A-J29,52 mph,No comment,51 mph,No comment,03.08.24,06:35:18,Saturday,Off
J29-J28,53 mph,No comment,49 mph,Unconfirmed Roadworks,03.08.24,06:35:28,Saturday,Off
J28-J27,59 mph,No comment,68 mph,No comment,03.08.24,06:35:48,Saturday,Off
J27-J26,69 mph,No comment,62 mph,No comment,03.08.24,06:36:08,Saturday,Off
J26-J25,63 mph,No comment,57 mph,No comment,03.08.24,06:36:28,Saturday,Off
J25-J24A,51 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",50 mph,Unconfirmed Roadworks,03.08.24,06:36:28,Saturday,Off
J24A-J24,52 mph,Unconfirmed Roadworks,54 mph,No comment,03.08.24,06:36:38,Saturday,Off
J24-J23A,65 mph,Unconfirmed Roadworks,60 mph,No comment,03.08.24,06:36:49,Saturday,Off
J23A-J23,69 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",61 mph,Unconfirmed Roadworks,03.08.24,06:36:49,Saturday,Off
J23-J22,70 mph,No comment,54 mph,No comment,03.08.24,06:37:09,Saturday,Off
J22-J21A,69 mph,No comment,70 mph,Unconfirmed Roadworks,03.08.24,06:37:19,Saturday,Off
J21A-J21,66 mph,No comment,65 mph,No comment,03.08.24,06:37:39,Saturday,Off
J21-J20,63 mph,No comment,70 mph,No comment,03.08.24,06:37:59,Saturday,Off
J20-J19,67 mph,No comment,64 mph,No comment,03.08.24,06:38:19,Saturday,Off
J19-J18,50 mph,No comment,50 mph,No comment,03.08.24,06:38:39,Saturday,Off
J18-J17,53 mph,No comment,52 mph,No comment,03.08.24,06:38:59,Saturday,Off
J17-J16,51 mph,No comment,51 mph,No comment,03.08.24,06:39:19,Saturday,Off
J16-J15A,59 mph,No comment,56 mph,No comment,03.08.24,06:39:40,Saturday,Off
J15A-J15,60 mph,No comment,54 mph,Unconfirmed Roadworks,03.08.24,06:39:50,Saturday,Off
J15-J14,58 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Roadworks",65 mph,Unconfirmed Roadworks,03.08.24,06:39:50,Saturday,Off
J14-J13,60 mph,No comment,62 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",03.08.24,06:40:00,Saturday,Off
J13-J12,52 mph,No comment,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",03.08.24,06:40:10,Saturday,Off
J12-J11A,52 mph,No comment,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",03.08.24,06:40:20,Saturday,Off
J11A-J11,53 mph,Roadworks,51 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Roadworks",03.08.24,06:40:20,Saturday,Off
J11-J10,51 mph,Roadworks,50 mph,"Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks",03.08.24,06:40:20,Saturday,Off
J10-J9,63 mph,"Roadworks, Unconfirmed Roadworks",63 mph,Roadworks,03.08.24,06:40:20,Saturday,Off
J9-J8,68 mph,Unconfirmed Roadworks,61 mph,Roadworks,03.08.24,06:40:20,Saturday,Off
J8-J7,61 mph,No comment,55 mph,No comment,03.08.24,06:40:40,Saturday,Off
J7-J6A,64 mph,No comment,67 mph,No comment,03.08.24,06:41:01,Saturday,Off
J6A-J6,63 mph,No comment,69 mph,No comment,03.08.24,06:41:21,Saturday,Off
J6-J5,60 mph,No comment,61 mph,No comment,03.08.24,06:41:41,Saturday,Off
J5-J4,60 mph,No comment,61 mph,No comment,03.08.24,06:42:01,Saturday,Off
J4-J2,65 mph,No comment,67 mph,No comment,03.08.24,06:42:21,Saturday,Off
J2-J1,65 mph,No comment,60 mph,No comment,03.08.24,06:42:41,Saturday,Off
J48-J47,55 mph,Unconfirmed Roadworks,51 mph,Unconfirmed Roadworks,03.08.24,09:30:24,Saturday,Morning
J47-J46,47 mph,Unconfirmed Roadworks,48 mph,Unconfirmed Roadworks,03.08.24,09:30:24,Saturday,Morning
J46-J45,51 mph,Unconfirmed Roadworks,58 mph,Unconfirmed Roadworks,03.08.24,09:30:24,Saturday,Morning
J45-J43|44,67 mph,No comment,67 mph,No comment,03.08.24,09:30:44,Saturday,Morning
J43|44-J42,68 mph,No comment,69 mph,No comment,03.08.24,09:31:04,Saturday,Morning
J42-J41,67 mph,No comment,68 mph,No comment,03.08.24,09:31:24,Saturday,Morning
J41-J40,70 mph,No comment,66 mph,No comment,03.08.24,09:31:44,Saturday,Morning
J40-J39,67 mph,No comment,65 mph,No comment,03.08.24,09:32:04,Saturday,Morning
J39-J38,70 mph,No comment,70 mph,No comment,03.08.24,09:32:25,Saturday,Morning
J38-J37,68 mph,No comment,70 mph,No comment,03.08.24,09:32:45,Saturday,Morning
J37-J36,65 mph,No comment,69 mph,No comment,03.08.24,09:33:05,Saturday,Morning
J36-J35A,65 mph,Unconfirmed Roadworks,68 mph,No comment,03.08.24,09:33:15,Saturday,Morning
J35A-J35,55 mph,No comment,48 mph,No comment,03.08.24,09:33:35,Saturday,Morning
J35-J34,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",47 mph,Unconfirmed Roadworks,03.08.24,09:33:35,Saturday,Morning
J34-J33,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",03.08.24,09:33:35,Saturday,Morning
J33-J32,48 mph,No comment,56 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",03.08.24,09:33:45,Saturday,Morning
J32-J31,63 mph,No comment,53 mph,Unconfirmed Roadworks,03.08.24,09:33:55,Saturday,Morning
J31-J30,50 mph,No comment,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",03.08.24,09:34:05,Saturday,Morning
J30-J29A,48 mph,No comment,49 mph,Unconfirmed Roadworks,03.08.24,09:34:16,Saturday,Morning
J29A-J29,49 mph,No comment,49 mph,No comment,03.08.24,09:34:36,Saturday,Morning
J29-J28,49 mph,No comment,48 mph,Unconfirmed Roadworks,03.08.24,09:34:46,Saturday,Morning
J28-J27,64 mph,No comment,66 mph,No comment,03.08.24,09:35:06,Saturday,Morning
J27-J26,68 mph,No comment,70 mph,No comment,03.08.24,09:35:26,Saturday,Morning
J26-J25,69 mph,No comment,59 mph,No comment,03.08.24,09:35:46,Saturday,Morning
J25-J24A,51 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",48 mph,Unconfirmed Roadworks,03.08.24,09:35:46,Saturday,Morning
J24A-J24,56 mph,Unconfirmed Roadworks,49 mph,No comment,03.08.24,09:35:56,Saturday,Morning
J24-J23A,66 mph,No comment,57 mph,No comment,03.08.24,09:36:16,Saturday,Morning
J23A-J23,67 mph,Unconfirmed Roadworks,70 mph,No comment,03.08.24,09:36:26,Saturday,Morning
J23-J22,70 mph,No comment,70 mph,No comment,03.08.24,09:36:46,Saturday,Morning
J22-J21A,67 mph,No comment,70 mph,Unconfirmed Roadworks,03.08.24,09:36:57,Saturday,Morning
J21A-J21,64 mph,No comment,64 mph,No comment,03.08.24,09:37:17,Saturday,Morning
J21-J20,70 mph,No comment,70 mph,No comment,03.08.24,09:37:37,Saturday,Morning
J20-J19,67 mph,No comment,69 mph,No comment,03.08.24,09:37:57,Saturday,Morning
J19-J18,51 mph,No comment,53 mph,No comment,03.08.24,09:38:17,Saturday,Morning
J18-J17,51 mph,No comment,50 mph,No comment,03.08.24,09:38:37,Saturday,Morning
J17-J16,49 mph,No comment,49 mph,No comment,03.08.24,09:38:57,Saturday,Morning
J16-J15A,62 mph,No comment,64 mph,No comment,03.08.24,09:39:17,Saturday,Morning
J15A-J15,68 mph,No comment,69 mph,No comment,03.08.24,09:39:37,Saturday,Morning
J15-J14,68 mph,"Unconfirmed Roadworks, Roadworks",68 mph,No comment,03.08.24,09:39:47,Saturday,Morning
J14-J13,68 mph,No comment,60 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",03.08.24,09:39:58,Saturday,Morning
J13-J12,48 mph,No comment,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",03.08.24,09:40:08,Saturday,Morning
J12-J11A,48 mph,No comment,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",03.08.24,09:40:18,Saturday,Morning
J11A-J11,49 mph,Roadworks,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Roadworks",03.08.24,09:40:18,Saturday,Morning
J11-J10,49 mph,Roadworks,50 mph,"Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks",03.08.24,09:40:18,Saturday,Morning
J10-J9,60 mph,"Roadworks, Unconfirmed Roadworks",63 mph,Roadworks,03.08.24,09:40:18,Saturday,Morning
J9-J8,65 mph,Unconfirmed Roadworks,63 mph,Roadworks,03.08.24,09:40:18,Saturday,Morning
J8-J7,56 mph,No comment,58 mph,No comment,03.08.24,09:40:38,Saturday,Morning
J7-J6A,61 mph,No comment,62 mph,No comment,03.08.24,09:40:58,Saturday,Morning
J6A-J6,68 mph,No comment,70 mph,No comment,03.08.24,09:41:18,Saturday,Morning
J6-J5,70 mph,No comment,67 mph,No comment,03.08.24,09:41:39,Saturday,Morning
J5-J4,70 mph,No comment,67 mph,No comment,03.08.24,09:41:59,Saturday,Morning
J4-J2,70 mph,No comment,69 mph,No comment,03.08.24,09:42:19,Saturday,Morning
J2-J1,70 mph,No comment,60 mph,No comment,03.08.24,09:42:39,Saturday,Morning
J48-J47,57 mph,Unconfirmed Roadworks,25 mph,Unconfirmed Roadworks,03.08.24,13:30:31,Saturday,Inter
J47-J46,47 mph,Unconfirmed Roadworks,42 mph,Unconfirmed Roadworks,03.08.24,13:30:31,Saturday,Inter
J46-J45,35 mph,Unconfirmed Roadworks,57 mph,Unconfirmed Roadworks,03.08.24,13:30:31,Saturday,Inter
J45-J43|44,53 mph,No comment,64 mph,No comment,03.08.24,13:30:51,Saturday,Inter
J43|44-J42,65 mph,No comment,66 mph,No comment,03.08.24,13:31:11,Saturday,Inter
J42-J41,68 mph,No comment,69 mph,No comment,03.08.24,13:31:32,Saturday,Inter
J41-J40,67 mph,No comment,68 mph,No comment,03.08.24,13:31:52,Saturday,Inter
J40-J39,67 mph,No comment,67 mph,No comment,03.08.24,13:32:12,Saturday,Inter
J39-J38,70 mph,No comment,70 mph,No comment,03.08.24,13:32:32,Saturday,Inter
J38-J37,70 mph,No comment,69 mph,No comment,03.08.24,13:32:52,Saturday,Inter
J37-J36,70 mph,No comment,69 mph,No comment,03.08.24,13:33:12,Saturday,Inter
J36-J35A,68 mph,Unconfirmed Roadworks,63 mph,No comment,03.08.24,13:33:22,Saturday,Inter
J35A-J35,56 mph,No comment,51 mph,No comment,03.08.24,13:33:42,Saturday,Inter
J35-J34,47 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",48 mph,Unconfirmed Roadworks,03.08.24,13:33:42,Saturday,Inter
J34-J33,47 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",47 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",03.08.24,13:33:42,Saturday,Inter
J33-J32,48 mph,No comment,55 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",03.08.24,13:33:53,Saturday,Inter
J32-J31,62 mph,No comment,50 mph,Unconfirmed Roadworks,03.08.24,13:34:03,Saturday,Inter
J31-J30,50 mph,No comment,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",03.08.24,13:34:13,Saturday,Inter
J30-J29A,49 mph,No comment,47 mph,Unconfirmed Roadworks,03.08.24,13:34:23,Saturday,Inter
J29A-J29,49 mph,No comment,47 mph,No comment,03.08.24,13:34:43,Saturday,Inter
J29-J28,48 mph,No comment,48 mph,Unconfirmed Roadworks,03.08.24,13:34:53,Saturday,Inter
J28-J27,63 mph,No comment,65 mph,No comment,03.08.24,13:35:13,Saturday,Inter
J27-J26,69 mph,No comment,70 mph,No comment,03.08.24,13:35:33,Saturday,Inter
J26-J25,64 mph,No comment,48 mph,No comment,03.08.24,13:35:53,Saturday,Inter
J25-J24A,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",47 mph,Unconfirmed Roadworks,03.08.24,13:35:53,Saturday,Inter
J24A-J24,52 mph,Unconfirmed Roadworks,47 mph,No comment,03.08.24,13:36:03,Saturday,Inter
J24-J23A,68 mph,No comment,58 mph,No comment,03.08.24,13:36:24,Saturday,Inter
J23A-J23,70 mph,Unconfirmed Roadworks,64 mph,No comment,03.08.24,13:36:34,Saturday,Inter
J23-J22,70 mph,No comment,66 mph,No comment,03.08.24,13:36:54,Saturday,Inter
J22-J21A,70 mph,No comment,70 mph,Unconfirmed Roadworks,03.08.24,13:37:04,Saturday,Inter
J21A-J21,61 mph,No comment,68 mph,No comment,03.08.24,13:37:24,Saturday,Inter
J21-J20,70 mph,No comment,70 mph,No comment,03.08.24,13:37:44,Saturday,Inter
